iShares Russell 1000 ETF
Fund Holdings as of,"Apr 27, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"117,750,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"V","VISA INC CLASS A","Financials","Equity","365,736,904.50","0.79","365,736,904.50","1,181,130.00","309.65","United States","NYSE","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","310,828,218.48","0.68","310,828,218.48","311,448.00","998.01","United States","NASDAQ","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Financials","Equity","285,888,850.74","0.62","285,888,850.74","564,518.00","506.43","United States","NYSE","USD","1.00","USD","-"
"NFLX","NETFLIX INC","Communication","Equity","271,704,227.90","0.59","271,704,227.90","2,973,670.00","91.37","United States","NASDAQ","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","269,092,365.99","0.58","269,092,365.99","324,681.00","828.79","United States","NYSE","USD","1.00","USD","-"
"INTC","INTEL CORPORATION CORP","Information Technology","Equity","263,193,122.46","0.57","263,193,122.46","3,096,754.00","84.99","United States","NASDAQ","USD","1.00","USD","-"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","246,344,339.46","0.54","246,344,339.46","2,791,121.00","88.26","United States","NASDAQ","USD","1.00","USD","-"
"ABBV","ABBVIE INC","Health Care","Equity","245,402,554.00","0.53","245,402,554.00","1,243,300.00","197.38","United States","NYSE","USD","1.00","USD","-"
"PG","PROCTER & GAMBLE","Consumer Staples","Equity","244,665,299.20","0.53","244,665,299.20","1,648,688.00","148.40","United States","NYSE","USD","1.00","USD","-"
"CVX","CHEVRON CORP","Energy","Equity","242,935,070.28","0.53","242,935,070.28","1,314,726.00","184.78","United States","NYSE","USD","1.00","USD","-"
"BAC","BANK OF AMERICA CORP","Financials","Equity","242,530,355.45","0.53","242,530,355.45","4,608,215.00","52.63","United States","NYSE","USD","1.00","USD","-"
"HD","HOME DEPOT INC","Consumer Discretionary","Equity","232,145,776.90","0.50","232,145,776.90","698,603.00","332.30","United States","NYSE","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","228,509,261.19","0.50","228,509,261.19","880,677.00","259.47","United States","NASDAQ","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","226,408,913.01","0.49","226,408,913.01","638,329.00","354.69","United States","NYSE","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","225,347,100.30","0.49","225,347,100.30","556,605.00","404.86","United States","NASDAQ","USD","1.00","USD","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","219,205,159.20","0.48","219,205,159.20","1,531,832.00","143.10","United States","NASDAQ","USD","1.00","USD","-"
"GEV","GE VERNOVA INC","Industrials","Equity","212,187,245.22","0.46","212,187,245.22","189,414.00","1,120.23","United States","NYSE","USD","1.00","USD","-"
"GE","GE AEROSPACE","Industrials","Equity","207,568,592.72","0.45","207,568,592.72","729,437.00","284.56","United States","NYSE","USD","1.00","USD","-"
"KO","COCA-COLA","Consumer Staples","Equity","205,736,271.44","0.45","205,736,271.44","2,727,151.00","75.44","United States","NYSE","USD","1.00","USD","-"
"ORCL","ORACLE CORP","Information Technology","Equity","204,243,448.16","0.44","204,243,448.16","1,180,871.00","172.96","United States","NYSE","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","193,335,158.36","0.42","193,335,158.36","206,156.00","937.81","United States","NYSE","USD","1.00","USD","-"
"MRK","MERCK & CO INC","Health Care","Equity","192,214,995.49","0.42","192,214,995.49","1,743,763.00","110.23","United States","NYSE","USD","1.00","USD","-"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","Equity","175,890,087.60","0.38","175,890,087.60","1,093,164.00","160.90","United States","NYSE","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","175,442,200.00","0.38","175,442,200.00","92,338.00","1,900.00","United States","NASDAQ","USD","1.00","USD","-"
"WFC","WELLS FARGO","Financials","Equity","175,055,510.48","0.38","175,055,510.48","2,172,983.00","80.56","United States","NYSE","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","171,717,045.50","0.37","171,717,045.50","637,169.00","269.50","United States","NASDAQ","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","168,241,050.00","0.37","168,241,050.00","329,400.00","510.75","United States","NASDAQ","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","162,711,755.22","0.35","162,711,755.22","938,469.00","173.38","United States","NYSE","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","157,051,157.34","0.34","157,051,157.34","1,216,131.00","129.14","United States","NYSE","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","151,390,506.84","0.33","151,390,506.84","796,038.00","190.18","United States","NYSE","USD","1.00","USD","-"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","148,880,618.10","0.32","148,880,618.10","652,842.00","228.05","United States","NYSE","USD","1.00","USD","-"
"PEP","PEPSICO INC","Consumer Staples","Equity","148,163,451.60","0.32","148,163,451.60","961,476.00","154.10","United States","NASDAQ","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","145,538,863.95","0.32","145,538,863.95","501,495.00","290.21","United States","NYSE","USD","1.00","USD","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","139,478,925.60","0.30","139,478,925.60","2,961,336.00","47.10","United States","NYSE","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","138,841,835.79","0.30","138,841,835.79","1,464,113.00","94.83","United States","NYSE","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","134,686,636.48","0.29","134,686,636.48","343,072.00","392.59","United States","NASDAQ","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","128,426,794.68","0.28","128,426,794.68","377,526.00","340.18","United States","NASDAQ","USD","1.00","USD","-"
"DIS","WALT DISNEY","Communication","Equity","127,608,342.40","0.28","127,608,342.40","1,246,784.00","102.35","United States","NYSE","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","127,109,198.72","0.28","127,109,198.72","855,148.00","148.64","United States","NYSE","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","124,895,185.32","0.27","124,895,185.32","724,156.00","172.47","United States","NYSE","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","124,075,999.88","0.27","124,075,999.88","265,097.00","468.04","United States","NYSE","USD","1.00","USD","-"
"T","AT&T INC","Communication","Equity","123,798,719.44","0.27","123,798,719.44","4,851,047.00","25.52","United States","NYSE","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","123,549,516.68","0.27","123,549,516.68","784,541.00","157.48","United States","NYSE","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","122,686,328.16","0.27","122,686,328.16","530,352.00","231.33","United States","NYSE","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","120,653,200.92","0.26","120,653,200.92","378,413.00","318.84","United States","NYSE","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","116,751,356.15","0.25","116,751,356.15","247,885.00","470.99","United States","NASDAQ","USD","1.00","USD","-"
"CRM","SALESFORCE INC","Information Technology","Equity","115,342,767.54","0.25","115,342,767.54","640,153.00","180.18","United States","NYSE","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","114,613,417.08","0.25","114,613,417.08","275,004.00","416.77","United States","NYSE","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","112,908,581.24","0.25","112,908,581.24","106,834.00","1,056.86","United States","NYSE","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","112,852,652.97","0.25","112,852,652.97","419,667.00","268.91","United States","NYSE","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","112,837,897.26","0.25","112,837,897.26","750,951.00","150.26","United States","NASDAQ","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","112,790,233.60","0.25","112,790,233.60","1,215,412.00","92.80","United States","NYSE","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","111,689,014.50","0.24","111,689,014.50","874,278.00","127.75","United States","NASDAQ","USD","1.00","USD","-"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","107,607,054.90","0.23","107,607,054.90","1,410,870.00","76.27","United States","NYSE","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","107,422,395.20","0.23","107,422,395.20","100,376.00","1,070.20","United States","NASDAQ","USD","1.00","USD","-"
"PFE","PFIZER INC","Health Care","Equity","106,656,669.48","0.23","106,656,669.48","3,981,212.00","26.79","United States","NYSE","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","106,402,939.80","0.23","106,402,939.80","1,172,355.00","90.76","United States","NYSE","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","105,713,515.44","0.23","105,713,515.44","868,783.00","121.68","United States","NYSE","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","102,754,134.50","0.22","102,754,134.50","561,805.00","182.90","United States","NASDAQ","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","101,247,644.40","0.22","101,247,644.40","570,345.00","177.52","United States","NASDAQ","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","101,205,510.00","0.22","101,205,510.00","481,931.00","210.00","United States","NYSE","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","97,366,782.66","0.21","97,366,782.66","171,514.00","567.69","United States","NYSE","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","95,749,224.01","0.21","95,749,224.01","238,937.00","400.73","United States","NASDAQ","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","95,411,408.40","0.21","95,411,408.40","393,368.00","242.55","United States","NYSE","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","94,528,285.15","0.21","94,528,285.15","445,783.00","212.05","United States","NASDAQ","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","93,811,726.97","0.20","93,811,726.97","592,957.00","158.21","United States","NASDAQ","USD","1.00","USD","-"
"SPGI","S&P GLOBAL INC","Financials","Equity","92,972,646.90","0.20","92,972,646.90","212,645.00","437.22","United States","NYSE","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","92,058,559.35","0.20","92,058,559.35","547,935.00","168.01","United States","NYSE","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","91,082,869.98","0.20","91,082,869.98","650,499.00","140.02","United States","NYSE","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","89,513,118.64","0.19","89,513,118.64","771,133.00","116.08","United States","NYSE","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","86,439,547.44","0.19","86,439,547.44","88,716.00","974.34","United States","NYSE","USD","1.00","USD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","86,158,454.88","0.19","86,158,454.88","267,216.00","322.43","United States","NYSE","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","83,546,690.99","0.18","83,546,690.99","430,409.00","194.11","United States","NYSE","USD","1.00","USD","-"
"CB","CHUBB","Financials","Equity","83,217,052.80","0.18","83,217,052.80","256,368.00","324.60","United States","NYSE","USD","1.00","USD","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","82,859,063.32","0.18","82,859,063.32","410,234.00","201.98","United States","NYSE","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","82,666,134.90","0.18","82,666,134.90","1,430,705.00","57.78","United States","NYSE","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","79,773,532.30","0.17","79,773,532.30","441,665.00","180.62","United States","NYSE","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","79,351,618.83","0.17","79,351,618.83","241,183.00","329.01","United States","NYSE","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","78,913,022.24","0.17","78,913,022.24","173,584.00","454.61","United States","NASDAQ","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","78,061,962.00","0.17","78,061,962.00","1,182,757.00","66.00","United States","NYSE","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","78,024,203.40","0.17","78,024,203.40","797,060.00","97.89","United States","NASDAQ","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","77,038,277.01","0.17","77,038,277.01","167,369.00","460.29","United States","NASDAQ","USD","1.00","USD","-"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","76,274,423.94","0.17","76,274,423.94","431,002.00","176.97","United States","NYSE","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","76,040,434.60","0.17","76,040,434.60","156,494.00","485.90","United States","NYSE","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","75,950,340.83","0.17","75,950,340.83","178,283.00","426.01","United States","NASDAQ","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","74,809,483.70","0.16","74,809,483.70","68,642.00","1,089.85","United States","NASDAQ","USD","1.00","USD","-"
"INTU","INTUIT INC","Information Technology","Equity","74,628,348.48","0.16","74,628,348.48","191,394.00","389.92","United States","NASDAQ","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","74,514,814.20","0.16","74,514,814.20","898,635.00","82.92","United States","NYSE","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","74,263,264.40","0.16","74,263,264.40","144,664.00","513.35","United States","NYSE","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","72,578,542.62","0.16","72,578,542.62","774,006.00","93.77","United States","NYSE","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","71,927,167.20","0.16","71,927,167.20","86,835.00","828.32","United States","NYSE","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","71,066,360.28","0.15","71,066,360.28","252,062.00","281.94","United States","NASDAQ","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","69,733,118.28","0.15","69,733,118.28","2,534,828.00","27.51","United States","NASDAQ","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","69,427,360.65","0.15","69,427,360.65","546,285.00","127.09","United States","NYSE","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","68,981,257.90","0.15","68,981,257.90","218,870.00","315.17","United States","NASDAQ","USD","1.00","USD","-"
"ADBE","ADOBE INC","Information Technology","Equity","68,964,116.49","0.15","68,964,116.49","288,179.00","239.31","United States","NASDAQ","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","68,821,002.12","0.15","68,821,002.12","878,267.00","78.36","United States","NYSE","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","68,076,980.30","0.15","68,076,980.30","281,659.00","241.70","United States","NYSE","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","66,954,420.54","0.15","66,954,420.54","134,301.00","498.54","United States","NASDAQ","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","66,414,721.50","0.14","66,414,721.50","734,270.00","90.45","United States","NYSE","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","65,787,051.68","0.14","65,787,051.68","103,231.00","637.28","United States","NYSE","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","64,860,125.33","0.14","64,860,125.33","482,339.00","134.47","United States","NYSE","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","64,355,871.12","0.14","64,355,871.12","191,228.00","336.54","United States","NASDAQ","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","63,767,913.12","0.14","63,767,913.12","96,504.00","660.78","United States","NYSE","USD","1.00","USD","-"
"BX","BLACKSTONE INC","Financials","Equity","62,694,714.50","0.14","62,694,714.50","520,850.00","120.37","United States","NYSE","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","62,696,973.45","0.14","62,696,973.45","399,471.00","156.95","United States","NYSE","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","62,176,842.75","0.14","62,176,842.75","1,037,145.00","59.95","United States","NYSE","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","61,803,308.75","0.13","61,803,308.75","338,185.00","182.75","United States","NASDAQ","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","61,485,788.78","0.13","61,485,788.78","428,831.00","143.38","United States","NYSE","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","61,229,332.99","0.13","61,229,332.99","1,093,967.00","55.97","United States","NYSE","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","61,114,623.57","0.13","61,114,623.57","853,437.00","71.61","United States","NYSE","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","60,678,904.86","0.13","60,678,904.86","1,001,798.00","60.57","United States","NYSE","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","60,363,109.57","0.13","60,363,109.57","272,729.00","221.33","United States","NYSE","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","59,788,128.26","0.13","59,788,128.26","1,315,181.00","45.46","United States","NASDAQ","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","58,796,392.20","0.13","58,796,392.20","259,931.00","226.20","United States","NYSE","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","58,285,127.18","0.13","58,285,127.18","150,262.00","387.89","United States","NYSE","USD","1.00","USD","-"
"SLB","SLB NV","Energy","Equity","58,046,950.92","0.13","58,046,950.92","1,051,004.00","55.23","United States","NYSE","USD","1.00","USD","-"
"MRSH","MARSH INC","Financials","Equity","57,889,624.05","0.13","57,889,624.05","340,227.00","170.15","United States","NYSE","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","57,471,403.80","0.12","57,471,403.80","327,846.00","175.30","United States","NYSE","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","56,061,024.25","0.12","56,061,024.25","396,275.00","141.47","United States","NYSE","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","56,041,986.61","0.12","56,041,986.61","155,383.00","360.67","United States","NASDAQ","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","55,761,892.56","0.12","55,761,892.56","515,169.00","108.24","United States","NYSE","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","55,711,163.64","0.12","55,711,163.64","282,468.00","197.23","United States","NASDAQ","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","55,500,640.05","0.12","55,500,640.05","177,585.00","312.53","United States","NYSE","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","55,411,691.22","0.12","55,411,691.22","155,594.00","356.13","United States","NYSE","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","54,915,827.12","0.12","54,915,827.12","203,588.00","269.74","United States","NYSE","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","54,802,815.75","0.12","54,802,815.75","469,725.00","116.67","United States","NYSE","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","54,473,743.60","0.12","54,473,743.60","162,076.00","336.10","United States","NYSE","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","54,461,567.01","0.12","54,461,567.01","373,613.00","145.77","United States","NYSE","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","54,431,524.80","0.12","54,431,524.80","591,840.00","91.97","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","54,075,744.72","0.12","54,075,744.72","93,999.00","575.28","United States","NYSE","USD","1.00","USD","-"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","53,544,097.62","0.12","53,544,097.62","107,991.00","495.82","Sweden","NYSE","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","53,279,101.90","0.12","53,279,101.90","160,262.00","332.45","United States","NYSE","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","53,093,460.80","0.12","53,093,460.80","71,320.00","744.44","United States","NASDAQ","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","52,305,198.66","0.11","52,305,198.66","910,923.00","57.42","United States","NASDAQ","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","52,202,133.72","0.11","52,202,133.72","184,734.00","282.58","United States","NYSE","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","51,530,934.63","0.11","51,530,934.63","32,459.00","1,587.57","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","51,045,907.40","0.11","51,045,907.40","383,170.00","133.22","United States","NYSE","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","50,900,206.50","0.11","50,900,206.50","213,642.00","238.25","United States","NYSE","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","50,848,587.27","0.11","50,848,587.27","376,461.00","135.07","United States","NASDAQ","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","50,780,781.09","0.11","50,780,781.09","113,917.00","445.77","United States","NYSE","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","50,638,105.98","0.11","50,638,105.98","223,894.00","226.17","United States","NASDAQ","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","50,623,787.50","0.11","50,623,787.50","158,750.00","318.89","United States","NYSE","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","50,406,564.00","0.11","50,406,564.00","116,790.00","431.60","United States","NYSE","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","50,143,255.68","0.11","50,143,255.68","108,832.00","460.74","United States","NYSE","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","50,093,228.88","0.11","50,093,228.88","98,932.00","506.34","United States","NYSE","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","49,367,078.56","0.11","49,367,078.56","633,236.00","77.96","United States","NYSE","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","47,902,486.50","0.10","47,902,486.50","475,695.00","100.70","United States","NYSE","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","47,849,744.37","0.10","47,849,744.37","210,597.00","227.21","United States","NYSE","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","47,614,115.46","0.10","47,614,115.46","147,057.00","323.78","United States","NYSE","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","47,521,433.18","0.10","47,521,433.18","694,961.00","68.38","United States","NASDAQ","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","47,502,303.26","0.10","47,502,303.26","241,939.00","196.34","United States","NYSE","USD","1.00","USD","-"
