iShares Russell 1000 ETF
Fund Holdings as of,"May 14, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"117,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"GEV","GE VERNOVA INC","Industrials","Equity","206,997,861.42","0.43","206,997,861.42","189,814.00","1,090.53","United States","NYSE","USD","1.00","USD","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","205,287,184.51","0.43","205,287,184.51","1,535,087.00","133.73","United States","NASDAQ","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","200,183,260.16","0.42","200,183,260.16","206,596.00","968.96","United States","NYSE","USD","1.00","USD","-"
"MRK","MERCK & CO INC","Health Care","Equity","198,180,345.88","0.41","198,180,345.88","1,747,468.00","113.41","United States","NYSE","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","196,773,941.08","0.41","196,773,941.08","638,524.00","308.17","United States","NASDAQ","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","175,159,417.02","0.36","175,159,417.02","92,533.00","1,892.94","United States","NASDAQ","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","168,895,665.00","0.35","168,895,665.00","330,100.00","511.65","United States","NASDAQ","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","165,220,715.52","0.34","165,220,715.52","940,464.00","175.68","United States","NYSE","USD","1.00","USD","-"
"WFC","WELLS FARGO","Financials","Equity","160,684,956.42","0.33","160,684,956.42","2,177,598.00","73.79","United States","NYSE","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","155,182,027.84","0.32","155,182,027.84","797,728.00","194.53","United States","NYSE","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","152,120,131.12","0.32","152,120,131.12","1,218,716.00","124.82","United States","NYSE","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","150,569,403.68","0.31","150,569,403.68","752,546.00","200.08","United States","NASDAQ","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","146,731,255.58","0.31","146,731,255.58","343,802.00","426.79","United States","NASDAQ","USD","1.00","USD","-"
"PEP","PEPSICO INC","Consumer Staples","Equity","143,246,667.07","0.30","143,246,667.07","963,521.00","148.67","United States","NASDAQ","USD","1.00","USD","-"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","142,863,549.99","0.30","142,863,549.99","654,227.00","218.37","United States","NYSE","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","140,383,896.64","0.29","140,383,896.64","1,467,223.00","95.68","United States","NYSE","USD","1.00","USD","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","139,656,714.86","0.29","139,656,714.86","2,967,631.00","47.06","United States","NYSE","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","139,089,187.52","0.29","139,089,187.52","100,591.00","1,382.72","United States","NASDAQ","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","138,188,923.20","0.29","138,188,923.20","502,560.00","274.97","United States","NYSE","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","134,112,230.00","0.28","134,112,230.00","563,000.00","238.21","United States","NASDAQ","USD","1.00","USD","-"
"DIS","WALT DISNEY","Communication","Equity","131,715,332.28","0.27","131,715,332.28","1,249,434.00","105.42","United States","NYSE","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","127,204,550.98","0.26","127,204,550.98","378,326.00","336.23","United States","NASDAQ","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","121,819,843.17","0.25","121,819,843.17","531,477.00","229.21","United States","NYSE","USD","1.00","USD","-"
"T","AT&T INC","Communication","Equity","119,832,450.05","0.25","119,832,450.05","4,861,357.00","24.65","United States","NYSE","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","119,072,365.02","0.25","119,072,365.02","265,662.00","448.21","United States","NYSE","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","118,608,013.86","0.25","118,608,013.86","379,218.00","312.77","United States","NYSE","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","118,196,347.77","0.25","118,196,347.77","107,059.00","1,104.03","United States","NYSE","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","117,125,500.05","0.24","117,125,500.05","239,447.00","489.15","United States","NASDAQ","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","115,847,454.10","0.24","115,847,454.10","786,206.00","147.35","United States","NYSE","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","115,702,784.28","0.24","115,702,784.28","876,138.00","132.06","United States","NASDAQ","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","114,366,548.00","0.24","114,366,548.00","549,100.00","208.28","United States","NYSE","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","113,272,822.38","0.24","113,272,822.38","420,557.00","269.34","United States","NYSE","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","112,467,870.90","0.23","112,467,870.90","275,589.00","408.10","United States","NYSE","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","110,711,049.97","0.23","110,711,049.97","856,963.00","129.19","United States","NYSE","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","108,492,139.86","0.23","108,492,139.86","594,217.00","182.58","United States","NASDAQ","USD","1.00","USD","-"
"CRM","SALESFORCE INC","Information Technology","Equity","107,504,748.54","0.22","107,504,748.54","641,513.00","167.58","United States","NYSE","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","107,265,125.76","0.22","107,265,125.76","725,696.00","147.81","United States","NYSE","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","106,334,384.60","0.22","106,334,384.60","248,410.00","428.06","United States","NASDAQ","USD","1.00","USD","-"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","105,601,950.30","0.22","105,601,950.30","1,413,870.00","74.69","United States","NYSE","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","105,163,669.00","0.22","105,163,669.00","482,956.00","217.75","United States","NYSE","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","105,078,136.80","0.22","105,078,136.80","1,174,845.00","89.44","United States","NYSE","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","103,578,613.16","0.22","103,578,613.16","870,628.00","118.97","United States","NYSE","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","103,407,945.30","0.22","103,407,945.30","1,217,997.00","84.90","United States","NYSE","USD","1.00","USD","-"
"PFE","PFIZER INC","Health Care","Equity","102,734,054.00","0.21","102,734,054.00","3,989,672.00","25.75","United States","NYSE","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","100,884,622.30","0.21","100,884,622.30","173,954.00","579.95","United States","NASDAQ","USD","1.00","USD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","100,749,126.78","0.21","100,749,126.78","267,786.00","376.23","United States","NYSE","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","98,768,548.56","0.21","98,768,548.56","171,879.00","574.64","United States","NYSE","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","97,261,620.16","0.20","97,261,620.16","446,728.00","217.72","United States","NASDAQ","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","92,997,058.14","0.19","92,997,058.14","651,879.00","142.66","United States","NYSE","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","89,896,683.09","0.19","89,896,683.09","772,773.00","116.33","United States","NYSE","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","88,293,816.40","0.18","88,293,816.40","571,555.00","154.48","United States","NASDAQ","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","88,147,732.83","0.18","88,147,732.83","394,203.00","223.61","United States","NYSE","USD","1.00","USD","-"
"SPGI","S&P GLOBAL INC","Financials","Equity","86,073,332.40","0.18","86,073,332.40","213,095.00","403.92","United States","NYSE","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","85,825,545.52","0.18","85,825,545.52","1,185,272.00","72.41","United States","NYSE","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","85,504,823.80","0.18","85,504,823.80","880,132.00","97.15","United States","NYSE","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","84,987,532.00","0.18","84,987,532.00","798,755.00","106.40","United States","NASDAQ","USD","1.00","USD","-"
"CB","CHUBB","Financials","Equity","82,235,282.17","0.17","82,235,282.17","256,913.00","320.09","United States","NYSE","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","81,393,703.65","0.17","81,393,703.65","1,433,745.00","56.77","United States","NYSE","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","81,372,975.84","0.17","81,372,975.84","167,724.00","485.16","United States","NASDAQ","USD","1.00","USD","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","80,938,155.52","0.17","80,938,155.52","411,104.00","196.88","United States","NYSE","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","80,700,056.08","0.17","80,700,056.08","103,451.00","780.08","United States","NYSE","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","80,471,601.83","0.17","80,471,601.83","178,663.00","450.41","United States","NASDAQ","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","80,135,685.96","0.17","80,135,685.96","431,324.00","185.79","United States","NYSE","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","78,275,509.58","0.16","78,275,509.58","88,906.00","880.43","United States","NYSE","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","76,878,883.83","0.16","76,878,883.83","282,259.00","272.37","United States","NYSE","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","75,539,824.43","0.16","75,539,824.43","156,829.00","481.67","United States","NYSE","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","75,443,317.29","0.16","75,443,317.29","144,969.00","520.41","United States","NYSE","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","75,198,126.90","0.16","75,198,126.90","252,597.00","297.70","United States","NASDAQ","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","74,267,948.16","0.15","74,267,948.16","68,787.00","1,079.68","United States","NASDAQ","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","73,841,767.00","0.15","73,841,767.00","241,700.00","305.51","United States","NYSE","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","72,826,226.70","0.15","72,826,226.70","442,605.00","164.54","United States","NYSE","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","72,662,985.68","0.15","72,662,985.68","775,651.00","93.68","United States","NYSE","USD","1.00","USD","-"
"INTU","INTUIT INC","Information Technology","Equity","72,555,643.71","0.15","72,555,643.71","191,799.00","378.29","United States","NASDAQ","USD","1.00","USD","-"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","70,830,068.83","0.15","70,830,068.83","431,917.00","163.99","United States","NYSE","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","69,314,948.65","0.14","69,314,948.65","900,545.00","76.97","United States","NYSE","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","69,287,163.05","0.14","69,287,163.05","96,709.00","716.45","United States","NYSE","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","68,641,551.72","0.14","68,641,551.72","134,586.00","510.02","United States","NASDAQ","USD","1.00","USD","-"
"ADBE","ADOBE INC","Information Technology","Equity","68,445,880.89","0.14","68,445,880.89","288,789.00","237.01","United States","NASDAQ","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","68,052,887.95","0.14","68,052,887.95","547,445.00","124.31","United States","NYSE","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","67,615,787.72","0.14","67,615,787.72","191,633.00","352.84","United States","NASDAQ","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","66,592,615.00","0.14","66,592,615.00","735,830.00","90.50","United States","NYSE","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","66,444,527.88","0.14","66,444,527.88","855,252.00","77.69","United States","NYSE","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","66,399,797.92","0.14","66,399,797.92","1,003,928.00","66.14","United States","NYSE","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","65,727,836.72","0.14","65,727,836.72","483,364.00","135.98","United States","NYSE","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","65,023,954.60","0.14","65,023,954.60","87,020.00","747.23","United States","NYSE","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","63,937,161.21","0.13","63,937,161.21","2,540,213.00","25.17","United States","NASDAQ","USD","1.00","USD","-"
"BX","BLACKSTONE INC","Financials","Equity","63,918,609.30","0.13","63,918,609.30","521,955.00","122.46","United States","NYSE","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","63,778,531.95","0.13","63,778,531.95","338,905.00","188.19","United States","NASDAQ","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","62,337,986.12","0.13","62,337,986.12","400,321.00","155.72","United States","NYSE","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","62,325,337.23","0.13","62,325,337.23","429,741.00","145.03","United States","NYSE","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","61,856,610.04","0.13","61,856,610.04","155,924.00","396.71","United States","NYSE","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","60,616,735.20","0.13","60,616,735.20","177,960.00","340.62","United States","NYSE","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","60,521,457.92","0.13","60,521,457.92","1,317,976.00","45.92","United States","NASDAQ","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","60,374,152.10","0.13","60,374,152.10","219,335.00","275.26","United States","NASDAQ","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","58,982,879.16","0.12","58,982,879.16","283,068.00","208.37","United States","NASDAQ","USD","1.00","USD","-"
"SLB","SLB NV","Energy","Equity","58,718,074.25","0.12","58,718,074.25","1,053,239.00","55.75","United States","NYSE","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","58,649,432.94","0.12","58,649,432.94","99,142.00","591.57","United States","NYSE","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","58,563,918.64","0.12","58,563,918.64","1,096,292.00","53.42","United States","NYSE","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","58,337,806.05","0.12","58,337,806.05","273,309.00","213.45","United States","NYSE","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","57,218,148.36","0.12","57,218,148.36","150,582.00","379.98","United States","NYSE","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","56,998,452.42","0.12","56,998,452.42","260,481.00","218.82","United States","NYSE","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","56,016,240.50","0.12","56,016,240.50","328,541.00","170.50","United States","NYSE","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","55,657,192.50","0.12","55,657,192.50","1,039,350.00","53.55","United States","NYSE","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","55,656,952.26","0.12","55,656,952.26","912,858.00","60.97","United States","NASDAQ","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","55,039,874.11","0.11","55,039,874.11","155,713.00","353.47","United States","NASDAQ","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","54,754,216.20","0.11","54,754,216.20","397,115.00","137.88","United States","NYSE","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","54,600,095.97","0.11","54,600,095.97","185,129.00","294.93","United States","NYSE","USD","1.00","USD","-"
"MRSH","MARSH INC","Financials","Equity","54,559,139.04","0.11","54,559,139.04","340,952.00","160.02","United States","NYSE","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","54,334,088.96","0.11","54,334,088.96","374,408.00","145.12","United States","NYSE","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","54,327,820.29","0.11","54,327,820.29","219,161.00","247.89","United States","NYSE","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","53,189,208.00","0.11","53,189,208.00","593,100.00","89.68","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"FTNT","FORTINET INC","Information Technology","Equity","52,933,059.36","0.11","52,933,059.36","434,376.00","121.86","United States","NASDAQ","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","52,512,714.54","0.11","52,512,714.54","211,047.00","248.82","United States","NYSE","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","52,500,830.13","0.11","52,500,830.13","32,529.00","1,613.97","United States","NASDAQ","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","52,404,522.69","0.11","52,404,522.69","214,097.00","244.77","United States","NYSE","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","52,218,120.15","0.11","52,218,120.15","383,985.00","135.99","United States","NYSE","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","51,682,281.35","0.11","51,682,281.35","94,199.00","548.65","United States","NYSE","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","51,162,847.71","0.11","51,162,847.71","204,023.00","250.77","United States","NYSE","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","50,948,818.90","0.11","50,948,818.90","71,470.00","712.87","United States","NASDAQ","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","50,833,745.04","0.11","50,833,745.04","160,602.00","316.52","United States","NYSE","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","50,810,702.88","0.11","50,810,702.88","516,264.00","98.42","United States","NYSE","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","50,664,131.75","0.11","50,664,131.75","470,725.00","107.63","United States","NYSE","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","50,531,759.40","0.11","50,531,759.40","159,085.00","317.64","United States","NYSE","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","50,217,324.78","0.10","50,217,324.78","162,421.00","309.18","United States","NYSE","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","50,135,699.08","0.10","50,135,699.08","564,337.00","88.84","United States","NYSE","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","50,037,820.00","0.10","50,037,820.00","24,500.00","2,042.36","United States","NYSE","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","49,701,525.72","0.10","49,701,525.72","122,738.00","404.94","United States","NYSE","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","49,476,390.47","0.10","49,476,390.47","49,387.00","1,001.81","United States","NASDAQ","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","49,395,733.90","0.10","49,395,733.90","114,157.00","432.70","United States","NYSE","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","49,338,672.75","0.10","49,338,672.75","634,581.00","77.75","United States","NYSE","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","48,983,957.35","0.10","48,983,957.35","48,983,957.00","1.00","United States","-","USD","1.00","USD","-"
"PSX","PHILLIPS 66","Energy","Equity","48,659,959.65","0.10","48,659,959.65","283,715.00","171.51","United States","NYSE","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","48,515,764.60","0.10","48,515,764.60","377,261.00","128.60","United States","NASDAQ","USD","1.00","USD","-"
