iShares Russell 1000 ETF
Fund Holdings as of,"May 07, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"117,700,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","191,118,085.40","0.41","191,118,085.40","206,420.00","925.87","United States","NYSE","USD","1.00","USD","-"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","Equity","187,289,990.49","0.40","187,289,990.49","1,094,559.00","171.11","United States","NYSE","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","181,977,985.68","0.39","181,977,985.68","637,982.00","285.24","United States","NASDAQ","USD","1.00","USD","-"
"WFC","WELLS FARGO","Financials","Equity","172,232,528.32","0.37","172,232,528.32","2,175,752.00","79.16","United States","NYSE","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","166,114,155.48","0.35","166,114,155.48","939,666.00","176.78","United States","NYSE","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","163,021,278.75","0.35","163,021,278.75","92,455.00","1,763.25","United States","NASDAQ","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","162,881,607.00","0.35","162,881,607.00","329,820.00","493.85","United States","NASDAQ","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","157,190,569.38","0.33","157,190,569.38","1,217,682.00","129.09","United States","NYSE","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","152,298,965.40","0.32","152,298,965.40","751,908.00","202.55","United States","NASDAQ","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","151,575,378.84","0.32","151,575,378.84","797,052.00","190.17","United States","NYSE","USD","1.00","USD","-"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","151,201,101.63","0.32","151,201,101.63","653,673.00","231.31","United States","NYSE","USD","1.00","USD","-"
"PEP","PEPSICO INC","Consumer Staples","Equity","150,460,851.87","0.32","150,460,851.87","962,703.00","156.29","United States","NASDAQ","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","142,455,415.80","0.30","142,455,415.80","502,134.00","283.70","United States","NYSE","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","140,330,705.20","0.30","140,330,705.20","343,510.00","408.52","United States","NASDAQ","USD","1.00","USD","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","139,627,171.17","0.30","139,627,171.17","2,965,113.00","47.09","United States","NYSE","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","136,805,160.28","0.29","136,805,160.28","1,465,979.00","93.32","United States","NYSE","USD","1.00","USD","-"
"DIS","WALT DISNEY","Communication","Equity","135,648,318.84","0.29","135,648,318.84","1,248,374.00","108.66","United States","NYSE","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","134,672,679.80","0.29","134,672,679.80","100,505.00","1,339.96","United States","NASDAQ","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","125,938,764.56","0.27","125,938,764.56","265,436.00","474.46","United States","NYSE","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","124,397,994.54","0.26","124,397,994.54","378,006.00","329.09","United States","NASDAQ","USD","1.00","USD","-"
"T","AT&T INC","Communication","Equity","122,693,705.58","0.26","122,693,705.58","4,857,233.00","25.26","United States","NYSE","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","122,683,167.81","0.26","122,683,167.81","531,027.00","231.03","United States","NYSE","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","121,350,219.20","0.26","121,350,219.20","785,540.00","154.48","United States","NYSE","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","120,750,366.24","0.26","120,750,366.24","378,896.00","318.69","United States","NYSE","USD","1.00","USD","-"
"CRM","SALESFORCE INC","Information Technology","Equity","119,438,163.46","0.25","119,438,163.46","640,969.00","186.34","United States","NYSE","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","117,355,319.64","0.25","117,355,319.64","875,394.00","134.06","United States","NASDAQ","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","116,979,098.94","0.25","116,979,098.94","856,237.00","136.62","United States","NYSE","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","114,215,080.06","0.24","114,215,080.06","106,969.00","1,067.74","United States","NYSE","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","112,556,218.00","0.24","112,556,218.00","248,200.00","453.49","United States","NASDAQ","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","111,307,042.89","0.24","111,307,042.89","420,201.00","264.89","United States","NYSE","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","110,987,220.13","0.24","110,987,220.13","239,243.00","463.91","United States","NASDAQ","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","110,552,448.66","0.24","110,552,448.66","562,522.00","196.53","United States","NASDAQ","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","109,907,948.25","0.23","109,907,948.25","275,355.00","399.15","United States","NYSE","USD","1.00","USD","-"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","108,394,169.10","0.23","108,394,169.10","1,412,670.00","76.73","United States","NYSE","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","105,887,950.63","0.23","105,887,950.63","1,216,963.00","87.01","United States","NYSE","USD","1.00","USD","-"
"PFE","PFIZER INC","Health Care","Equity","105,556,906.24","0.22","105,556,906.24","3,986,288.00","26.48","United States","NYSE","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","105,059,485.50","0.22","105,059,485.50","1,173,849.00","89.50","United States","NYSE","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","102,780,090.00","0.22","102,780,090.00","725,080.00","141.75","United States","NYSE","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","102,758,170.70","0.22","102,758,170.70","482,546.00","212.95","United States","NYSE","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","100,070,841.60","0.21","100,070,841.60","548,634.00","182.40","United States","NYSE","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","99,932,963.20","0.21","99,932,963.20","869,890.00","114.88","United States","NYSE","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","99,697,875.82","0.21","99,697,875.82","171,733.00","580.54","United States","NYSE","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","97,813,040.88","0.21","97,813,040.88","571,071.00","171.28","United States","NASDAQ","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","96,442,844.50","0.21","96,442,844.50","446,350.00","216.07","United States","NASDAQ","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","95,000,017.13","0.20","95,000,017.13","593,713.00","160.01","United States","NASDAQ","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","92,677,318.83","0.20","92,677,318.83","651,327.00","142.29","United States","NYSE","USD","1.00","USD","-"
"SPGI","S&P GLOBAL INC","Financials","Equity","91,272,402.20","0.19","91,272,402.20","212,915.00","428.68","United States","NYSE","USD","1.00","USD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","90,972,395.58","0.19","90,972,395.58","267,558.00","340.01","United States","NYSE","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","90,936,474.72","0.19","90,936,474.72","393,869.00","230.88","United States","NYSE","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","87,897,170.32","0.19","87,897,170.32","173,806.00","505.72","United States","NASDAQ","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","87,627,558.33","0.19","87,627,558.33","772,117.00","113.49","United States","NYSE","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","83,601,632.34","0.18","83,601,632.34","167,582.00","498.87","United States","NASDAQ","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","83,207,508.02","0.18","83,207,508.02","798,077.00","104.26","United States","NASDAQ","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","82,998,201.22","0.18","82,998,201.22","430,958.00","192.59","United States","NYSE","USD","1.00","USD","-"
"CB","CHUBB","Financials","Equity","82,470,969.60","0.18","82,470,969.60","256,695.00","321.28","United States","NYSE","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","81,761,724.64","0.17","81,761,724.64","1,184,266.00","69.04","United States","NYSE","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","80,579,756.25","0.17","80,579,756.25","1,432,529.00","56.25","United States","NYSE","USD","1.00","USD","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","80,405,487.00","0.17","80,405,487.00","410,756.00","195.75","United States","NYSE","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","78,778,885.50","0.17","78,778,885.50","88,830.00","886.85","United States","NYSE","USD","1.00","USD","-"
"INTU","INTUIT INC","Information Technology","Equity","77,954,098.86","0.17","77,954,098.86","191,637.00","406.78","United States","NASDAQ","USD","1.00","USD","-"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","77,761,174.69","0.17","77,761,174.69","431,551.00","180.19","United States","NYSE","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","77,681,946.14","0.17","77,681,946.14","442,229.00","175.66","United States","NYSE","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","77,597,704.99","0.16","77,597,704.99","103,363.00","750.73","United States","NYSE","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","76,861,458.26","0.16","76,861,458.26","282,019.00","272.54","United States","NYSE","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","76,823,160.96","0.16","76,823,160.96","879,386.00","87.36","United States","NYSE","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","75,867,175.00","0.16","75,867,175.00","178,511.00","425.00","United States","NASDAQ","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","74,221,051.27","0.16","74,221,051.27","144,847.00","512.41","United States","NYSE","USD","1.00","USD","-"
"ADBE","ADOBE INC","Information Technology","Equity","74,014,677.95","0.16","74,014,677.95","288,545.00","256.51","United States","NASDAQ","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","73,616,877.95","0.16","73,616,877.95","156,695.00","469.81","United States","NYSE","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","73,317,348.04","0.16","73,317,348.04","68,729.00","1,066.76","United States","NASDAQ","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","72,396,063.55","0.15","72,396,063.55","252,383.00","286.85","United States","NASDAQ","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","71,632,602.99","0.15","71,632,602.99","774,993.00","92.43","United States","NYSE","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","71,054,779.62","0.15","71,054,779.62","241,494.00","294.23","United States","NYSE","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","70,146,926.76","0.15","70,146,926.76","899,781.00","77.96","United States","NYSE","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","68,807,929.54","0.15","68,807,929.54","735,206.00","93.59","United States","NYSE","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","68,335,999.90","0.15","68,335,999.90","191,471.00","356.90","United States","NASDAQ","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","68,301,517.47","0.15","68,301,517.47","546,981.00","124.87","United States","NYSE","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","68,216,700.72","0.15","68,216,700.72","219,149.00","311.28","United States","NASDAQ","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","67,933,909.68","0.14","67,933,909.68","134,472.00","505.19","United States","NASDAQ","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","66,598,668.16","0.14","66,598,668.16","2,538,059.00","26.24","United States","NASDAQ","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","65,984,645.76","0.14","65,984,645.76","96,627.00","682.88","United States","NYSE","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","65,759,421.40","0.14","65,759,421.40","338,617.00","194.20","United States","NASDAQ","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","65,623,362.96","0.14","65,623,362.96","86,946.00","754.76","United States","NYSE","USD","1.00","USD","-"
"BX","BLACKSTONE INC","Financials","Equity","63,796,685.29","0.14","63,796,685.29","521,513.00","122.33","United States","NYSE","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","63,117,258.26","0.13","63,117,258.26","482,954.00","130.69","United States","NYSE","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","62,441,033.91","0.13","62,441,033.91","399,981.00","156.11","United States","NYSE","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","62,337,671.70","0.13","62,337,671.70","854,526.00","72.95","United States","NYSE","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","61,835,205.60","0.13","61,835,205.60","177,810.00","347.76","United States","NYSE","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","60,796,436.36","0.13","60,796,436.36","1,003,076.00","60.61","United States","NYSE","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","60,584,472.22","0.13","60,584,472.22","1,095,362.00","55.31","United States","NYSE","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","60,550,646.52","0.13","60,550,646.52","282,828.00","214.09","United States","NASDAQ","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","59,883,055.33","0.13","59,883,055.33","273,077.00","219.29","United States","NYSE","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","59,790,747.25","0.13","59,790,747.25","429,377.00","139.25","United States","NYSE","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","59,011,839.51","0.13","59,011,839.51","328,263.00","179.77","United States","NYSE","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","58,746,134.76","0.12","58,746,134.76","1,038,468.00","56.57","United States","NYSE","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","58,547,506.68","0.12","58,547,506.68","1,316,858.00","44.46","United States","NASDAQ","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","58,097,952.64","0.12","58,097,952.64","155,792.00","372.92","United States","NYSE","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","57,634,798.45","0.12","57,634,798.45","260,261.00","221.45","United States","NYSE","USD","1.00","USD","-"
"MRSH","MARSH INC","Financials","Equity","56,560,111.86","0.12","56,560,111.86","340,662.00","166.03","United States","NYSE","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","56,560,172.22","0.12","56,560,172.22","150,454.00","375.93","United States","NYSE","USD","1.00","USD","-"
"NET","CLOUDFLARE INC CLASS A","Information Technology","Equity","56,380,555.61","0.12","56,380,555.61","219,559.00","256.79","United States","NYSE","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","56,047,729.68","0.12","56,047,729.68","592,596.00","94.58","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"EMR","EMERSON ELECTRIC","Industrials","Equity","55,981,549.11","0.12","55,981,549.11","396,779.00","141.09","United States","NYSE","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","55,919,870.04","0.12","55,919,870.04","912,084.00","61.31","United States","NASDAQ","USD","1.00","USD","-"
"SLB","SLB NV","Energy","Equity","55,774,285.00","0.12","55,774,285.00","1,052,345.00","53.00","United States","NYSE","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","54,772,291.05","0.12","54,772,291.05","155,581.00","352.05","United States","NASDAQ","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","53,775,437.50","0.11","53,775,437.50","374,090.00","143.75","United States","NYSE","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","53,368,488.08","0.11","53,368,488.08","99,058.00","538.76","United States","NYSE","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","52,972,704.75","0.11","52,972,704.75","470,325.00","112.63","United States","NYSE","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","52,539,162.84","0.11","52,539,162.84","184,971.00","284.04","United States","NYSE","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","52,089,534.97","0.11","52,089,534.97","203,849.00","255.53","United States","NYSE","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","51,979,100.13","0.11","51,979,100.13","94,119.00","552.27","United States","NYSE","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","51,964,639.43","0.11","51,964,639.43","162,283.00","320.21","United States","NYSE","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","51,634,182.60","0.11","51,634,182.60","515,826.00","100.10","United States","NYSE","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","51,397,259.80","0.11","51,397,259.80","160,466.00","320.30","United States","NYSE","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","51,220,275.96","0.11","51,220,275.96","32,501.00","1,575.96","United States","NASDAQ","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","51,084,639.42","0.11","51,084,639.42","210,867.00","242.26","United States","NYSE","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","50,658,408.00","0.11","50,658,408.00","116,940.00","433.20","United States","NYSE","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","50,636,831.00","0.11","50,636,831.00","71,410.00","709.10","United States","NASDAQ","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","50,558,810.25","0.11","50,558,810.25","213,915.00","236.35","United States","NYSE","USD","1.00","USD","-"
"DELL","DELL TECHNOLOGIES INC CLASS C","Information Technology","Equity","50,423,373.25","0.11","50,423,373.25","218,975.00","230.27","United States","NYSE","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","50,323,701.92","0.11","50,323,701.92","224,179.00","224.48","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","50,217,126.51","0.11","50,217,126.51","383,659.00","130.89","United States","NYSE","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","50,102,433.21","0.11","50,102,433.21","178,383.00","280.87","United States","NYSE","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","49,813,653.89","0.11","49,813,653.89","158,951.00","313.39","United States","NYSE","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","49,810,187.00","0.11","49,810,187.00","108,970.00","457.10","United States","NYSE","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","49,715,311.63","0.11","49,715,311.63","634,043.00","78.41","United States","NYSE","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","49,665,746.16","0.11","49,665,746.16","376,941.00","131.76","United States","NASDAQ","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","49,258,722.24","0.10","49,258,722.24","563,859.00","87.36","United States","NYSE","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","48,934,450.22","0.10","48,934,450.22","114,061.00","429.02","United States","NYSE","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","48,171,436.28","0.10","48,171,436.28","38,786.00","1,241.98","United States","NYSE","USD","1.00","USD","-"
