iShares Russell 1000 ETF
Fund Holdings as of,"Apr 30, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"117,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BA","BOEING","Industrials","Equity","121,363,455.06","0.26","121,363,455.06","529,902.00","229.03","United States","NYSE","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","118,978,157.70","0.26","118,978,157.70","274,770.00","433.01","United States","NYSE","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","114,293,188.56","0.25","114,293,188.56","873,534.00","130.84","United States","NASDAQ","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","113,746,406.40","0.25","113,746,406.40","106,744.00","1,065.60","United States","NYSE","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","113,338,556.75","0.25","113,338,556.75","247,675.00","457.61","United States","NASDAQ","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","112,995,928.28","0.24","112,995,928.28","419,311.00","269.48","United States","NYSE","USD","1.00","USD","-"
"CRM","SALESFORCE INC","Information Technology","Equity","112,910,176.77","0.24","112,910,176.77","639,609.00","176.53","United States","NYSE","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","110,253,378.62","0.24","110,253,378.62","1,214,378.00","90.79","United States","NYSE","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","109,968,987.90","0.24","109,968,987.90","100,290.00","1,096.51","United States","NASDAQ","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","109,182,700.10","0.24","109,182,700.10","868,045.00","125.78","United States","NYSE","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","107,343,338.76","0.23","107,343,338.76","1,171,359.00","91.64","United States","NYSE","USD","1.00","USD","-"
"PFE","PFIZER INC","Health Care","Equity","106,208,007.60","0.23","106,208,007.60","3,977,828.00","26.70","United States","NYSE","USD","1.00","USD","-"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","105,175,478.70","0.23","105,175,478.70","1,409,670.00","74.61","United States","NYSE","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","104,653,774.14","0.23","104,653,774.14","481,521.00","217.34","United States","NYSE","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","103,734,263.16","0.22","103,734,263.16","238,733.00","434.52","United States","NASDAQ","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","101,084,842.16","0.22","101,084,842.16","171,368.00","589.87","United States","NYSE","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","100,657,157.64","0.22","100,657,157.64","561,327.00","179.32","United States","NASDAQ","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","97,843,612.95","0.21","97,843,612.95","592,453.00","165.15","United States","NASDAQ","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","95,941,797.96","0.21","95,941,797.96","569,861.00","168.36","United States","NASDAQ","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","95,463,653.65","0.21","95,463,653.65","445,405.00","214.33","United States","NASDAQ","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","93,852,588.86","0.20","93,852,588.86","393,034.00","238.79","United States","NYSE","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","92,305,472.94","0.20","92,305,472.94","649,947.00","142.02","United States","NYSE","USD","1.00","USD","-"
"SPGI","S&P GLOBAL INC","Financials","Equity","91,621,281.95","0.20","91,621,281.95","212,465.00","431.23","United States","NYSE","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","89,916,308.56","0.19","89,916,308.56","547,469.00","164.24","United States","NYSE","USD","1.00","USD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","87,702,888.12","0.19","87,702,888.12","266,988.00","328.49","United States","NYSE","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","86,612,738.51","0.19","86,612,738.51","1,429,489.00","60.59","United States","NYSE","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","85,854,210.15","0.19","85,854,210.15","1,181,751.00","72.65","United States","NYSE","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","85,592,289.93","0.19","85,592,289.93","770,477.00","111.09","United States","NYSE","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","83,882,916.06","0.18","83,882,916.06","796,382.00","105.33","United States","NASDAQ","USD","1.00","USD","-"
"CB","CHUBB","Financials","Equity","83,761,050.00","0.18","83,761,050.00","256,150.00","327.00","United States","NYSE","USD","1.00","USD","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","82,501,854.08","0.18","82,501,854.08","409,886.00","201.28","United States","NYSE","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","82,267,225.90","0.18","82,267,225.90","430,043.00","191.30","United States","NYSE","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","80,610,988.80","0.17","80,610,988.80","88,640.00","909.42","United States","NYSE","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","78,968,666.55","0.17","78,968,666.55","441,289.00","178.95","United States","NYSE","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","77,309,097.00","0.17","77,309,097.00","173,436.00","445.75","United States","NASDAQ","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","77,013,554.40","0.17","77,013,554.40","156,360.00","492.54","United States","NYSE","USD","1.00","USD","-"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","76,958,959.56","0.17","76,958,959.56","430,636.00","178.71","United States","NYSE","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","76,129,626.78","0.16","76,129,626.78","178,131.00","427.38","United States","NASDAQ","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","75,939,082.01","0.16","75,939,082.01","240,977.00","315.13","United States","NYSE","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","75,064,381.11","0.16","75,064,381.11","103,143.00","727.77","United States","NYSE","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","74,868,419.74","0.16","74,868,419.74","144,542.00","517.97","United States","NYSE","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","74,782,751.60","0.16","74,782,751.60","773,348.00","96.70","United States","NYSE","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","74,641,771.45","0.16","74,641,771.45","167,227.00","446.35","United States","NASDAQ","USD","1.00","USD","-"
"INTU","INTUIT INC","Information Technology","Equity","74,293,632.00","0.16","74,293,632.00","191,232.00","388.50","United States","NASDAQ","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","74,264,812.72","0.16","74,264,812.72","68,584.00","1,082.83","United States","NASDAQ","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","73,088,724.09","0.16","73,088,724.09","877,521.00","83.29","United States","NYSE","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","72,700,614.87","0.16","72,700,614.87","897,871.00","80.97","United States","NYSE","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","72,486,891.36","0.16","72,486,891.36","251,848.00","287.82","United States","NASDAQ","USD","1.00","USD","-"
"ADBE","ADOBE INC","Information Technology","Equity","70,860,803.50","0.15","70,860,803.50","287,935.00","246.10","United States","NASDAQ","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","70,727,567.20","0.15","70,727,567.20","86,761.00","815.20","United States","NYSE","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","70,711,110.55","0.15","70,711,110.55","545,821.00","129.55","United States","NYSE","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","68,483,504.96","0.15","68,483,504.96","2,532,674.00","27.04","United States","NASDAQ","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","68,448,092.00","0.15","68,448,092.00","218,684.00","313.00","United States","NASDAQ","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","68,396,073.76","0.15","68,396,073.76","281,419.00","243.04","United States","NYSE","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","66,058,863.50","0.14","66,058,863.50","337,897.00","195.50","United States","NASDAQ","USD","1.00","USD","-"
"BX","BLACKSTONE INC","Financials","Equity","65,352,836.64","0.14","65,352,836.64","520,408.00","125.58","United States","NYSE","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","65,070,376.41","0.14","65,070,376.41","852,711.00","76.31","United States","NYSE","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","64,788,278.26","0.14","64,788,278.26","733,646.00","88.31","United States","NYSE","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","64,756,799.73","0.14","64,756,799.73","481,929.00","134.37","United States","NYSE","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","64,758,646.20","0.14","64,758,646.20","134,187.00","482.60","United States","NASDAQ","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","64,700,126.22","0.14","64,700,126.22","96,422.00","671.01","United States","NYSE","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","63,098,619.79","0.14","63,098,619.79","399,131.00","158.09","United States","NYSE","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","62,973,442.94","0.14","62,973,442.94","191,066.00","329.59","United States","NASDAQ","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","62,569,036.01","0.14","62,569,036.01","428,467.00","146.03","United States","NYSE","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","61,931,476.42","0.13","61,931,476.42","1,093,037.00","56.66","United States","NYSE","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","61,090,870.50","0.13","61,090,870.50","177,435.00","344.30","United States","NYSE","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","60,766,831.00","0.13","60,766,831.00","272,497.00","223.00","United States","NYSE","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","60,550,543.54","0.13","60,550,543.54","150,134.00","403.31","United States","NYSE","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","60,395,793.05","0.13","60,395,793.05","259,711.00","232.55","United States","NYSE","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","59,849,949.28","0.13","59,849,949.28","327,568.00","182.71","United States","NYSE","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","59,815,402.32","0.13","59,815,402.32","282,228.00","211.94","United States","NASDAQ","USD","1.00","USD","-"
"SLB","SLB NV","Energy","Equity","59,730,256.80","0.13","59,730,256.80","1,050,110.00","56.88","United States","NYSE","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","59,699,111.43","0.13","59,699,111.43","1,036,263.00","57.61","United States","NYSE","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","59,697,882.09","0.13","59,697,882.09","1,314,063.00","45.43","United States","NASDAQ","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","58,778,798.40","0.13","58,778,798.40","591,336.00","99.40","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","58,519,006.04","0.13","58,519,006.04","155,462.00","376.42","United States","NYSE","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","57,834,659.88","0.13","57,834,659.88","1,000,946.00","57.78","United States","NYSE","USD","1.00","USD","-"
"MRSH","MARSH INC","Financials","Equity","57,010,834.27","0.12","57,010,834.27","339,937.00","167.71","United States","NYSE","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","56,152,734.19","0.12","56,152,734.19","155,251.00","361.69","United States","NASDAQ","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","56,002,732.80","0.12","56,002,732.80","514,731.00","108.80","United States","NYSE","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","55,919,554.56","0.12","55,919,554.56","910,149.00","61.44","United States","NASDAQ","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","55,605,673.16","0.12","55,605,673.16","395,939.00","140.44","United States","NYSE","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","55,577,466.50","0.12","55,577,466.50","469,325.00","118.42","United States","NYSE","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","54,695,183.40","0.12","54,695,183.40","373,295.00","146.52","United States","NYSE","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","54,424,182.12","0.12","54,424,182.12","93,919.00","579.48","United States","NYSE","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","53,915,726.80","0.12","53,915,726.80","213,460.00","252.58","United States","NYSE","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","53,816,381.08","0.12","53,816,381.08","382,844.00","140.57","United States","NYSE","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","53,634,094.08","0.12","53,634,094.08","184,576.00","290.58","United States","NYSE","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","52,482,846.14","0.11","52,482,846.14","203,414.00","258.01","United States","NYSE","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","52,356,930.71","0.11","52,356,930.71","32,431.00","1,614.41","United States","NASDAQ","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","52,244,436.93","0.11","52,244,436.93","210,417.00","248.29","United States","NYSE","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","52,150,227.84","0.11","52,150,227.84","98,848.00","527.58","United States","NYSE","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","52,080,880.18","0.11","52,080,880.18","161,938.00","321.61","United States","NYSE","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","51,892,032.82","0.11","51,892,032.82","160,126.00","324.07","United States","NYSE","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","51,572,692.51","0.11","51,572,692.51","376,141.00","137.11","United States","NASDAQ","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","51,230,410.70","0.11","51,230,410.70","116,690.00","439.03","United States","NYSE","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","50,957,534.16","0.11","50,957,534.16","223,704.00","227.79","United States","NASDAQ","USD","1.00","USD","-"
"PSX","PHILLIPS 66","Energy","Equity","50,677,056.25","0.11","50,677,056.25","282,875.00","179.15","United States","NYSE","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","50,385,095.60","0.11","50,385,095.60","71,260.00","707.06","United States","NASDAQ","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","50,221,569.00","0.11","50,221,569.00","108,740.00","461.85","United States","NYSE","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","50,095,691.28","0.11","50,095,691.28","158,616.00","315.83","United States","NYSE","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","49,591,862.94","0.11","49,591,862.94","475,291.00","104.34","United States","NYSE","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","49,449,533.45","0.11","49,449,533.45","113,821.00","434.45","United States","NYSE","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","48,648,149.22","0.11","48,648,149.22","632,698.00","76.89","United States","NYSE","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","48,573,829.02","0.11","48,573,829.02","241,733.00","200.94","United States","NYSE","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","48,376,827.57","0.10","48,376,827.57","694,371.00","69.67","United States","NASDAQ","USD","1.00","USD","-"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","48,182,298.45","0.10","48,182,298.45","107,899.00","446.55","Sweden","NYSE","USD","1.00","USD","-"
