iShares Russell 1000 ETF
Fund Holdings as of,"Apr 24, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"117,750,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","393,125,469.28","0.85","393,125,469.28","1,130,288.00","347.81","United States","NASDAQ","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","389,751,844.72","0.85","389,751,844.72","784,651.00","496.72","United States","NASDAQ","USD","1.00","USD","-"
"JNJ","JOHNSON & JOHNSON","Health Care","Equity","384,458,847.50","0.84","384,458,847.50","1,689,929.00","227.50","United States","NYSE","USD","1.00","USD","-"
"V","VISA INC CLASS A","Financials","Equity","365,775,902.28","0.79","365,775,902.28","1,182,134.00","309.42","United States","NYSE","USD","1.00","USD","-"
"COST","COSTCO WHOLESALE CORP","Consumer Staples","Equity","315,187,588.80","0.69","315,187,588.80","311,712.00","1,011.15","United States","NASDAQ","USD","1.00","USD","-"
"MA","MASTERCARD INC CLASS A","Financials","Equity","284,855,041.66","0.62","284,855,041.66","564,998.00","504.17","United States","NYSE","USD","1.00","USD","-"
"NFLX","NETFLIX INC","Communication","Equity","275,119,743.12","0.60","275,119,743.12","2,976,198.00","92.44","United States","NASDAQ","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","269,971,026.03","0.59","269,971,026.03","324,957.00","830.79","United States","NYSE","USD","1.00","USD","-"
"INTC","INTEL CORPORATION CORP","Information Technology","Equity","255,823,320.44","0.56","255,823,320.44","3,099,386.00","82.54","United States","NASDAQ","USD","1.00","USD","-"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","248,648,811.93","0.54","248,648,811.93","2,793,493.00","89.01","United States","NASDAQ","USD","1.00","USD","-"
"ABBV","ABBVIE INC","Health Care","Equity","247,265,980.76","0.54","247,265,980.76","1,244,356.00","198.71","United States","NYSE","USD","1.00","USD","-"
"PG","PROCTER & GAMBLE","Consumer Staples","Equity","244,510,336.20","0.53","244,510,336.20","1,650,090.00","148.18","United States","NYSE","USD","1.00","USD","-"
"CVX","CHEVRON CORP","Energy","Equity","243,707,467.24","0.53","243,707,467.24","1,315,844.00","185.21","United States","NYSE","USD","1.00","USD","-"
"BAC","BANK OF AMERICA CORP","Financials","Equity","240,061,418.55","0.52","240,061,418.55","4,612,131.00","52.05","United States","NYSE","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","236,027,986.50","0.51","236,027,986.50","881,425.00","267.78","United States","NASDAQ","USD","1.00","USD","-"
"HD","HOME DEPOT INC","Consumer Discretionary","Equity","234,853,280.33","0.51","234,853,280.33","699,197.00","335.89","United States","NYSE","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","232,324,226.16","0.50","232,324,226.16","557,079.00","417.04","United States","NASDAQ","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","226,748,095.32","0.49","226,748,095.32","638,871.00","354.92","United States","NYSE","USD","1.00","USD","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","219,376,144.06","0.48","219,376,144.06","1,533,134.00","143.09","United States","NASDAQ","USD","1.00","USD","-"
"GEV","GE VERNOVA INC","Industrials","Equity","217,856,545.06","0.47","217,856,545.06","189,574.00","1,149.19","United States","NYSE","USD","1.00","USD","-"
"KO","COCA-COLA","Consumer Staples","Equity","209,159,209.47","0.45","209,159,209.47","2,729,469.00","76.63","United States","NYSE","USD","1.00","USD","-"
"GE","GE AEROSPACE","Industrials","Equity","207,774,222.20","0.45","207,774,222.20","730,057.00","284.60","United States","NYSE","USD","1.00","USD","-"
"ORCL","ORACLE CORP","Information Technology","Equity","204,795,300.00","0.45","204,795,300.00","1,181,875.00","173.28","United States","NYSE","USD","1.00","USD","-"
"MRK","MERCK & CO INC","Health Care","Equity","195,292,915.50","0.42","195,292,915.50","1,745,245.00","111.90","United States","NYSE","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","191,251,194.12","0.42","191,251,194.12","206,332.00","926.91","United States","NYSE","USD","1.00","USD","-"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","Equity","179,650,234.80","0.39","179,650,234.80","1,094,094.00","164.20","United States","NYSE","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","178,824,960.00","0.39","178,824,960.00","92,416.00","1,935.00","United States","NASDAQ","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","176,735,226.54","0.38","176,735,226.54","637,711.00","277.14","United States","NASDAQ","USD","1.00","USD","-"
"WFC","WELLS FARGO","Financials","Equity","172,724,919.18","0.38","172,724,919.18","2,174,829.00","79.42","United States","NYSE","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","168,235,704.00","0.37","168,235,704.00","329,680.00","510.30","United States","NASDAQ","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","163,676,667.42","0.36","163,676,667.42","939,267.00","174.26","United States","NYSE","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","155,772,776.70","0.34","155,772,776.70","1,217,165.00","127.98","United States","NYSE","USD","1.00","USD","-"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","151,574,804.08","0.33","151,574,804.08","653,396.00","231.98","United States","NYSE","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","150,255,070.56","0.33","150,255,070.56","501,921.00","299.36","United States","NYSE","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","149,838,001.98","0.33","149,838,001.98","796,714.00","188.07","United States","NYSE","USD","1.00","USD","-"
"PEP","PEPSICO INC","Consumer Staples","Equity","149,578,979.36","0.33","149,578,979.36","962,294.00","155.44","United States","NASDAQ","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","139,619,214.96","0.30","139,619,214.96","1,465,357.00","95.28","United States","NYSE","USD","1.00","USD","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","137,463,548.52","0.30","137,463,548.52","2,963,854.00","46.38","United States","NYSE","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","137,197,953.48","0.30","137,197,953.48","343,364.00","399.57","United States","NASDAQ","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","130,186,839.30","0.28","130,186,839.30","377,846.00","344.55","United States","NASDAQ","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","128,219,414.52","0.28","128,219,414.52","724,772.00","176.91","United States","NYSE","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","128,132,896.54","0.28","128,132,896.54","855,874.00","149.71","United States","NYSE","USD","1.00","USD","-"
"DIS","WALT DISNEY","Communication","Equity","128,028,794.40","0.28","128,028,794.40","1,247,844.00","102.60","United States","NYSE","USD","1.00","USD","-"
"T","AT&T INC","Communication","Equity","127,205,480.20","0.28","127,205,480.20","4,855,171.00","26.20","United States","NYSE","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","124,624,866.33","0.27","124,624,866.33","265,323.00","469.71","United States","NYSE","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","123,379,616.88","0.27","123,379,616.88","530,802.00","232.44","United States","NYSE","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","123,301,055.21","0.27","123,301,055.21","785,207.00","157.03","United States","NYSE","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","119,636,370.90","0.26","119,636,370.90","248,095.00","482.22","United States","NASDAQ","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","118,953,088.80","0.26","118,953,088.80","378,735.00","314.08","United States","NYSE","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","116,678,892.96","0.25","116,678,892.96","275,238.00","423.92","United States","NYSE","USD","1.00","USD","-"
"CRM","SALESFORCE INC","Information Technology","Equity","114,146,577.52","0.25","114,146,577.52","640,697.00","178.16","United States","NYSE","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","114,102,868.80","0.25","114,102,868.80","875,022.00","130.40","United States","NASDAQ","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","112,860,180.10","0.25","112,860,180.10","420,023.00","268.70","United States","NYSE","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","111,874,022.65","0.24","111,874,022.65","751,589.00","148.85","United States","NASDAQ","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","111,732,372.28","0.24","111,732,372.28","106,924.00","1,044.97","United States","NYSE","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","110,854,723.98","0.24","110,854,723.98","1,216,446.00","91.13","United States","NYSE","USD","1.00","USD","-"
"PFE","PFIZER INC","Health Care","Equity","107,584,092.00","0.23","107,584,092.00","3,984,596.00","27.00","United States","NYSE","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","105,872,876.96","0.23","105,872,876.96","869,521.00","121.76","United States","NYSE","USD","1.00","USD","-"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","105,396,904.80","0.23","105,396,904.80","1,412,070.00","74.64","United States","NYSE","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","103,841,563.50","0.23","103,841,563.50","1,173,351.00","88.50","United States","NYSE","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","102,891,927.25","0.22","102,891,927.25","570,829.00","180.25","United States","NASDAQ","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","100,688,683.75","0.22","100,688,683.75","482,341.00","208.75","United States","NYSE","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","100,390,006.82","0.22","100,390,006.82","562,283.00","178.54","United States","NASDAQ","USD","1.00","USD","-"
"SNDK","SANDISK CORP","Information Technology","Equity","99,447,333.80","0.22","99,447,333.80","100,462.00","989.90","United States","NASDAQ","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","97,511,576.91","0.21","97,511,576.91","593,461.00","164.31","United States","NASDAQ","USD","1.00","USD","-"
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","96,612,964.00","0.21","96,612,964.00","239,141.00","404.00","United States","NASDAQ","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","96,582,782.40","0.21","96,582,782.40","171,660.00","562.64","United States","NYSE","USD","1.00","USD","-"
"GLW","CORNING INC","Information Technology","Equity","96,458,251.89","0.21","96,458,251.89","548,401.00","175.89","United States","NYSE","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","96,240,453.90","0.21","96,240,453.90","393,702.00","244.45","United States","NYSE","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","95,108,140.37","0.21","95,108,140.37","446,161.00","213.17","United States","NASDAQ","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","93,154,932.30","0.20","93,154,932.30","771,789.00","120.70","United States","NYSE","USD","1.00","USD","-"
"SPGI","S&P GLOBAL INC","Financials","Equity","92,959,831.75","0.20","92,959,831.75","212,825.00","436.79","United States","NYSE","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","92,514,347.10","0.20","92,514,347.10","651,051.00","142.10","United States","NYSE","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","86,525,140.24","0.19","86,525,140.24","88,792.00","974.47","United States","NYSE","USD","1.00","USD","-"
"VRT","VERTIV HOLDINGS CLASS A","Industrials","Equity","86,507,436.24","0.19","86,507,436.24","267,444.00","323.46","United States","NYSE","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","84,068,081.91","0.18","84,068,081.91","1,431,921.00","58.71","United States","NYSE","USD","1.00","USD","-"
"CB","CHUBB","Financials","Equity","83,677,826.32","0.18","83,677,826.32","256,586.00","326.12","United States","NYSE","USD","1.00","USD","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","82,481,817.98","0.18","82,481,817.98","410,582.00","200.89","United States","NYSE","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","82,446,027.25","0.18","82,446,027.25","430,775.00","191.39","United States","NYSE","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","79,170,069.44","0.17","79,170,069.44","1,183,763.00","66.88","United States","NYSE","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","79,057,311.39","0.17","79,057,311.39","241,389.00","327.51","United States","NYSE","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","78,712,808.46","0.17","78,712,808.46","797,738.00","98.67","United States","NASDAQ","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","78,351,767.25","0.17","78,351,767.25","442,041.00","177.25","United States","NYSE","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","77,854,521.16","0.17","77,854,521.16","173,732.00","448.13","United States","NASDAQ","USD","1.00","USD","-"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","76,938,796.48","0.17","76,938,796.48","431,368.00","178.36","United States","NYSE","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","76,778,796.15","0.17","76,778,796.15","178,435.00","430.29","United States","NASDAQ","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","76,186,991.76","0.17","76,186,991.76","156,628.00","486.42","United States","NYSE","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","76,171,812.00","0.17","76,171,812.00","68,700.00","1,108.76","United States","NASDAQ","USD","1.00","USD","-"
"INTU","INTUIT INC","Information Technology","Equity","75,846,598.20","0.16","75,846,598.20","191,556.00","395.95","United States","NASDAQ","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","75,093,506.19","0.16","75,093,506.19","167,511.00","448.29","United States","NASDAQ","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","74,937,924.68","0.16","74,937,924.68","899,399.00","83.32","United States","NYSE","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","74,340,371.70","0.16","74,340,371.70","144,786.00","513.45","United States","NYSE","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","72,423,337.36","0.16","72,423,337.36","774,664.00","93.49","United States","NYSE","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","71,970,211.99","0.16","71,970,211.99","86,909.00","828.11","United States","NYSE","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","71,913,796.56","0.16","71,913,796.56","252,276.00","285.06","United States","NASDAQ","USD","1.00","USD","-"
"ADBE","ADOBE INC","Information Technology","Equity","70,790,541.12","0.15","70,790,541.12","288,423.00","245.44","United States","NASDAQ","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","69,919,223.92","0.15","69,919,223.92","2,536,982.00","27.56","United States","NASDAQ","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","69,584,745.23","0.15","69,584,745.23","546,749.00","127.27","United States","NYSE","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","68,680,627.68","0.15","68,680,627.68","219,056.00","313.53","United States","NASDAQ","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","68,510,273.22","0.15","68,510,273.22","879,013.00","77.94","United States","NYSE","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","68,343,593.56","0.15","68,343,593.56","281,899.00","242.44","United States","NYSE","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","67,317,720.30","0.15","67,317,720.30","134,415.00","500.82","United States","NASDAQ","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","66,265,391.98","0.14","66,265,391.98","734,894.00","90.17","United States","NYSE","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","64,712,503.45","0.14","64,712,503.45","482,749.00","134.05","United States","NYSE","USD","1.00","USD","-"
"PWR","QUANTA SERVICES INC","Industrials","Equity","64,557,843.96","0.14","64,557,843.96","103,319.00","624.84","United States","NYSE","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","64,430,335.89","0.14","64,430,335.89","1,038,027.00","62.07","United States","NYSE","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","64,242,175.40","0.14","64,242,175.40","338,473.00","189.80","United States","NASDAQ","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","63,819,199.50","0.14","63,819,199.50","96,586.00","660.75","United States","NYSE","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","63,711,817.10","0.14","63,711,817.10","191,390.00","332.89","United States","NASDAQ","USD","1.00","USD","-"
"BX","BLACKSTONE INC","Financials","Equity","63,415,171.80","0.14","63,415,171.80","521,292.00","121.65","United States","NYSE","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","63,350,052.95","0.14","63,350,052.95","399,811.00","158.45","United States","NYSE","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","61,653,485.34","0.13","61,653,485.34","854,163.00","72.18","United States","NYSE","USD","1.00","USD","-"
"FCX","FREEPORT MCMORAN INC","Materials","Equity","61,211,782.50","0.13","61,211,782.50","1,002,650.00","61.05","United States","NYSE","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","60,911,354.40","0.13","60,911,354.40","429,195.00","141.92","United States","NYSE","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","60,854,375.26","0.13","60,854,375.26","1,094,897.00","55.58","United States","NYSE","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","60,013,205.46","0.13","60,013,205.46","272,961.00","219.86","United States","NYSE","USD","1.00","USD","-"
"CSX","CSX CORP","Industrials","Equity","59,773,137.59","0.13","59,773,137.59","1,316,299.00","45.41","United States","NASDAQ","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","59,712,459.03","0.13","59,712,459.03","260,151.00","229.53","United States","NYSE","USD","1.00","USD","-"
"SLB","SLB NV","Energy","Equity","59,064,072.70","0.13","59,064,072.70","1,051,898.00","56.15","United States","NYSE","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","58,474,978.04","0.13","58,474,978.04","328,124.00","178.21","United States","NYSE","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","58,348,312.20","0.13","58,348,312.20","150,390.00","387.98","United States","NYSE","USD","1.00","USD","-"
"MRSH","MARSH INC","Financials","Equity","57,921,941.70","0.13","57,921,941.70","340,517.00","170.10","United States","NYSE","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","57,097,332.25","0.12","57,097,332.25","155,515.00","367.15","United States","NASDAQ","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","56,060,964.85","0.12","56,060,964.85","396,611.00","141.35","United States","NYSE","USD","1.00","USD","-"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","55,986,994.00","0.12","55,986,994.00","108,083.00","518.00","Sweden","NYSE","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","55,668,379.35","0.12","55,668,379.35","177,735.00","313.21","United States","NYSE","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","55,560,603.24","0.12","55,560,603.24","282,708.00","196.53","United States","NASDAQ","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","55,474,750.00","0.12","55,474,750.00","470,125.00","118.00","United States","NYSE","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","55,180,261.14","0.12","55,180,261.14","515,607.00","107.02","United States","NYSE","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","55,164,996.72","0.12","55,164,996.72","592,344.00","93.13","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","54,871,068.98","0.12","54,871,068.98","203,762.00","269.29","United States","NYSE","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","54,779,667.80","0.12","54,779,667.80","162,214.00","337.70","United States","NYSE","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","54,590,186.69","0.12","54,590,186.69","373,931.00","145.99","United States","NYSE","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","54,105,773.69","0.12","54,105,773.69","94,079.00","575.11","United States","NYSE","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","53,834,380.74","0.12","53,834,380.74","160,398.00","335.63","United States","NYSE","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","53,688,095.76","0.12","53,688,095.76","155,726.00","344.76","United States","NYSE","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","53,647,066.60","0.12","53,647,066.60","71,380.00","751.57","United States","NASDAQ","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","53,020,733.22","0.12","53,020,733.22","32,487.00","1,632.06","United States","NASDAQ","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","52,522,864.17","0.11","52,522,864.17","911,697.00","57.61","United States","NASDAQ","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","51,567,532.80","0.11","51,567,532.80","99,016.00","520.80","United States","NYSE","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","51,228,211.40","0.11","51,228,211.40","116,890.00","438.26","United States","NYSE","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","51,054,822.48","0.11","51,054,822.48","383,496.00","133.13","United States","NYSE","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","50,963,630.88","0.11","50,963,630.88","184,892.00","275.64","United States","NYSE","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","50,796,803.64","0.11","50,796,803.64","158,884.00","319.71","United States","NYSE","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","50,763,704.13","0.11","50,763,704.13","376,781.00","134.73","United States","NASDAQ","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","50,725,895.08","0.11","50,725,895.08","224,084.00","226.37","United States","NASDAQ","USD","1.00","USD","-"
"VLO","VALERO ENERGY CORP","Energy","Equity","50,430,390.40","0.11","50,430,390.40","213,824.00","235.85","United States","NYSE","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","49,674,790.20","0.11","49,674,790.20","108,924.00","456.05","United States","NYSE","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","49,466,060.70","0.11","49,466,060.70","633,774.00","78.05","United States","NYSE","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","49,306,061.98","0.11","49,306,061.98","114,013.00","432.46","United States","NYSE","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","48,481,161.17","0.11","48,481,161.17","476,099.00","101.83","United States","NYSE","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","48,429,000.00","0.11","48,429,000.00","242,145.00","200.00","United States","NYSE","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","47,951,285.94","0.10","47,951,285.94","695,551.00","68.94","United States","NASDAQ","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","47,710,433.00","0.10","47,710,433.00","563,620.00","84.65","United States","NYSE","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","47,401,132.88","0.10","47,401,132.88","178,307.00","265.84","United States","NYSE","USD","1.00","USD","-"
